cats	Index	Forms	Notes_id	Dutch	English	Indonesian	v1894	v1904/1911	v1931	Swadesh	Swadesh_orig	remark	nt_form	nt_eng	nt_idn	nt_pos	nt_comment	nt_pc	Concepticon_Gloss	Concepticon_ID	concept_url	list_type
the Sigule-Salang list	add_121	ari rajå	NA	NA	feast-day	hari raya	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_122	tarimå	NA	NA	a tip	sebuah tip	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_122	presen	NA	NA	a tip	sebuah tip	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_123	aiaiaˈeu	NA	NA	to fool s.o.	menipu	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_124	alélé deula	NA	NA	to faint	pingsan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_125	gassoh	NA	NA	bottle	botol	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_126	itété	NA	NA	fine	baik	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_126	haloes	NA	NA	fine	baik	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_127	coekoe doembatalahan	NA	NA	family association <?>	asosiasi keluarga	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_128	agoago	NA	NA	to yawn	menguap	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_129	kwe²	NA	NA	cake	kue	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_130	niolō	NA	NA	baked	dipanggang	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_131	omanaman	NA	NA	hump-backed	berpunuk	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_132	ingè	NA	NA	memory	memori	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_133	manoké	NA	NA	boiled	direbus	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_134	moeka	NA	NA	face	wajah	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_135	avin	NA	NA	companion	pendamping	NA	NA	NA	NA	NA	NA					<aoin?>		NA	NA	NA	added_data
the Sigule-Salang list	add_136	kàpeng	NA	NA	money	uang	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_137	boenting	NA	NA	money-bag	tas uang	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_138	èali	NA	NA	easy	mudah	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_139	pelinta	NA	NA	tools	peralatan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_140	lengkĕp korong	NA	NA	prisoners	tahanan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_141	biaså	NA	NA	common	umum	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_142	nikra	NA	NA	force	kekuatan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_143	oewali	NA	NA	sound	suara	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_144	oebaja	NA	NA	grey	abu-abu	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_145	mateukeu	NA	NA	face	wajah	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_146	mangkoˈ	NA	NA	<water> glass		NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_147	loeāˈ	NA	NA	gutter	selokan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_148	beubeu daloe pinggang bébé	NA	NA	waistband	ikat pinggang	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_149	riēl	NA	NA	guilder		NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_150	lōbòˈ	NA	NA	gluttonous	rakus	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_151	teula	NA	NA	fishbone	tulang ikan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_152	koentji	NA	NA	bolt	baut	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_153	eumba	NA	NA	greeting	salam	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_154	rasoi	NA	NA	feeling	perasaan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_154	fènifi	NA	NA	feeling	perasaan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_154	bemimpi	NA	NA	feeling	perasaan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_155	mola atoewa	NA	NA	to be ready	bersiap	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_156	niohé afo dangan	NA	NA	to grasp, seize	menangkap	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_157	alagalaˈeu	NA	NA	hastily	tergesa-gesa	NA	NA	NA	NA	NA	NA					<alagalaˈeu?>		NA	NA	NA	added_data
the Sigule-Salang list	add_158	mèléchewa	NA	NA	handy	berguna	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_159	tanda tangan	NA	NA	signature	tanda tangan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_160	handoeˈ	NA	NA	towel	handuk	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_161	gantoeng	NA	NA	to hang	menggantung	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_162	choemodoeng	NA	NA	to run	berlari	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_163	ého	NA	NA	have	punya	NA	NA	NA	NA	NA	NA					<cho?> ého		NA	NA	NA	added_data
the Sigule-Salang list	add_164	faendoe (abon)	NA	NA	hoarse	serak	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_165	métauli	NA	NA	to and fro	mondar-mandir	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_166	éawàˈ	NA	NA	clear	bersih	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_167	tolong	NA	NA	to help	membantu	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_168	ènoeken	NA	NA	to remember	mengingat	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_169	labi biniew	NA	NA	ambush	penyergapan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_170	hàrå	NA	NA	to hope	berharap	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_171	séo	NA	NA	to rent	menyewa	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_172	aiò	NA	NA	to feign	berpura-pura	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_173	autōˈ	NA	NA	hollow	berlubang	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_174	méléchéwa	NA	NA	handy	berguna	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_175	samanata	NA	NA	everyone	semua orang	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_176	disèsah	NA	NA	to inoculate	menyuntik	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_177	acheui	NA	NA	to contain	mengandung	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_178	dawat	NA	NA	ink	tinta	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_179	neuhi	NA	NA	to pour <tea>	menuang	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_180	beutǔt	NA	NA	to swallow	menelan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_181	néfée najo	NA	NA	to lodge with s.o.	mengajukan permohonan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_182	nigosog	NA	NA	to grease	melumasi	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_183	abaōˈ(vet)	NA	NA	to rub s.t. (with grease)	menggosok	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_184	sajang	NA	NA	a pityǃ	sayang sekali!	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_185	āali	NA	NA	itch	gatal	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_186	afoejoeˈ	NA	NA	youths	pemuda	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_187	chafat	NA	NA	cable	kabel	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_188	kiroe	NA	NA	loud noise	suara keras	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_189	sobasobå	NA	NA	chance	kesempatan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_190	salapa	NA	NA	cupboard	lemari	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_191	bèntèng	NA	NA	barracks	barak	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_192	djirat	NA	NA	cemetery	kuburan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_193	rantai	NA	NA	chain	rantai	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_194	nafoe	NA	NA	kitchen	dapur	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_195	tòtò afoe	NA	NA	kitchen tools	alat dapur	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_196	kanèt heba	NA	NA	saucepan	panci	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_197	rendang	NA	NA	sailor <?>	pelaut	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_198	ofaai iochi	NA	NA	to choose	memilih	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_199	bachaién	NA	NA	dress	gaun	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_200	fadendae	NA	NA	to pinch, wedge	mencubit, mengganjal	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_201	kalombang	NA	NA	machete	parang	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_202	machoei	NA	NA	to cut (with scissors)	memotong	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_203	mérebo	NA	NA	cuckoo	kukuk	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_204	banois manoke	NA	NA	a stove	kompor	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_205	fateu	NA	NA	to cost	membiayai	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_206	faché	NA	NA	grain	biji-bijian	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_207	nichalòˈ	NA	NA	to scratch	menggores	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_208	nohoe	NA	NA	collar	kerah	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_209	lanei	NA	NA	lobster	lobster	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_210	ianeuchoe	NA	NA	never	tidak pernah	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_211	euchi	NA	NA	chaste	suci	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_212	niaho	NA	NA	kiss	cium	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_213	hoentji	NA	NA	cork	menyumbat	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_214	djahat	NA	NA	bad, not good	buruk, tidak baik	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_215	kameh	NA	NA	ready	siap	NA	NA	NA	NA	NA	NA					kamek?		NA	NA	NA	added_data
the Sigule-Salang list	add_216	hèmpet djam	NA	NA	a quarter of an hour	seperempat jam	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_217	boniå	NA	NA	coconut (fruit)	kelapa	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_218	dapè	NA	NA	to receive, get	menerima,dapat	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_219	nafeu	NA	NA	mate	rekan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_220	joto denih miheu nohé	NA	NA	Iˈm allowed to go home	aku diperbolehkan pulang	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_221	joto oeila miheu nohé	NA	NA	I can go home	aku bisa pulang	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_222	idanewa fafei	NA	NA	low tide <?>	air surut	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_223	loechan	NA	NA	to load	memuat	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_224	ataoet	NA	NA	cowardice	kepengecutan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_225	inacha	NA	NA	to learn	mempelajari	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_226	talon (failawa)	NA	NA	to put (s.t) on	memakai	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_227	autōˈ	NA	NA	leaking	bocor	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_228	ònòˈ	NA	NA	tasty	lezat	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_228	amer	NA	NA	tasty	lezat	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_229	teula dété	NA	NA	loins	pinggang	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_230	sendar	NA	NA	to lean against	bersandar	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_231	pegangan	NA	NA	railing	pagar	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_232	abeuheu	NA	NA	to read	membaca	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_232	daāwat	NA	NA	to read	membaca	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_233	ami	NA	NA	nice	bagus	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_234	faea	NA	NA	corn (in pot)	jagung	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_235	bechafoei	NA	NA	linen	linen	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_236	choemba	NA	NA	ribbon	pita	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_237	agioe bangkaj	NA	NA	body parts	bagian tubuh	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_238	loos	NA	NA	shed	gudang	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_239	malaindé	NA	NA	to ogle	melirik	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_240	soelut	NA	NA	matches	cocok	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_241	mangogowi gélowa	NA	NA	to walk along a river	berjalan disepanjang sungai	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_242	ateu² peèemo	NA	NA	slanderer	pemfitnah	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_243	bébó	NA	NA	leather <?>	kulit	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_244	goepa	NA	NA	wages	upah	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_245	fagéting	NA	NA	past, passing	melewati	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_246	feéawa	NA	NA	to illuminate <?>	menerangi	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_247	nangi	NA	NA	noise	kebisingan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_248	långå	NA	NA	to listen	mendengar	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_249	arimau	NA	NA	lion	singa	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_250	atepengeojo bentoe miata waen	NA	NA	to make people laugh	membuat orang tertawa	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_251	menat	NA	NA	minimt <?>		NA	NA	NA	NA	NA	NA					menat?		NA	NA	NA	added_data
the Sigule-Salang list	add_252	mamacheuleu	NA	NA	tame	jinak	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_253	tiang kopon	NA	NA	marble	marmer	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_254	afin	NA	NA	to accompany	menemani	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_255	tèpang	NA	NA	flour	tepung	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_256	fikilan	NA	NA	opinion	pendapat	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_257	failò	NA	NA	melon	melon	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_257	pepajaˈ kiamon	NA	NA	melon	melon	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_258	falacheu	NA	NA	to mix	menyampur	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_259	faˈeuna	NA	NA	pity	disayangkan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_260	fabonoeh	NA	NA	to rebel	memberontak	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_261	matandèla	NA	NA	to darn	menisik	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_262	torang bawa	NA	NA	moonshine	sinar bulan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_263	litoˈ	NA	NA	difficult	sulit	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_264	toewō	NA	NA	dull	membosankan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_265	pinggang	NA	NA	waist	pinggang	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_266	deune	NA	NA	name	nama	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_267	ate deune	NA	NA	whatˈs his name?	siapa namanya?	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_268	awa a iadengen acho	NA	NA	why are you absent?	why koewe tida ada	NA	NA	NA	NA	NA	NA					why koewe tida ada <- this appears as a new line. Is it the Indonesian gloss? I think so yes, because in additional data ID 296, and 287, the form “iadengen” refers to ‘inexistence’ or ‘tidak ada’		NA	NA	NA	added_data
the Sigule-Salang list	add_269	awaa iadengen ..?	NA	NA	nude	telanjang	NA	NA	NA	NA	NA	NA					<awaa iadengen..?>		NA	NA	NA	added_data
the Sigule-Salang list	add_270	mentabali	NA	NA	beside	disamping	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_271	roegi	NA	NA	disadvantage	kerugian	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_272	adeˈchamen	NA	NA	names?	nama?	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_273	talon	NA	NA	to put down	meletakkan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_274	oemeungan	NA	NA	humble	rendah hati	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_275	bangkawan	NA	NA	roof-ridge	bubungan atap	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_276	oebagai bachaoe	NA	NA	necessary	perlu	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_277	iadeu biasa	NA	NA	never	tidak pernah	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_277	iadeu achecho	NA	NA	never	tidak pernah	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_278	goenå	NA	NA	use	menggunakan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_279	aaihan	NA	NA	to		NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_280	achòchò	NA	NA	to sink	tenggelam	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_281	oebagai	NA	NA	I want to use (it)	saya ingin menggunakannya	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_281	bachaoe	NA	NA	I need (it)	saya membutuhkannya	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_282	oebagai	NA	NA	to use	memakai/menggunakan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_283	kimå (heuli)	NA	NA	oyster	tiram	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_284	gadjå	NA	NA	elephant	gajah	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_285	nifaleu	NA	NA	to embrace	merangkul	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_286	benòˈ	NA	NA	to stir	mengaduk	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_287	iadengen mòné fainacha	NA	NA	impolite	tidak sopan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_288	adeneuchi pechino	NA	NA	naughty	nakal	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_289	gandjil	NA	NA	uneven	tidak merata	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_290	aféeˈ	NA	NA	recently	baru-baru ini	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_291	manga sobo	NA	NA	breakfast	sarapan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_292	moengkir	NA	NA	to be lacking	menjadi kurang	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_293	ènoegeu	NA	NA	to remember	mengingat	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_294	terimå	NA	NA	to receive	menerima	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_295	mefalau	NA	NA	to inflame	mengobarkan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_296	iadengen - mone - fainaeka	NA	NA		tida ada masaˈ adjar	NA	NA	NA	NA	NA	NA					belom ada masaˈ adjar		NA	NA	NA	added_data
the Sigule-Salang list	add_297	naeu auwho	NA	NA		belom masaˈ	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_298	adedenih nibachai	NA	NA		tidag boleh pakaj	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_299	feefa nicha	NA	NA		bikan menjala	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_300	iadeu dento	NA	NA		mengakoe saja sendiri	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_301	euchi pèèlni	NA	NA		baik dapoenya kalakoean	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_302	oenata faaleu	NA	NA	underworld	dunia bawah	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_302	daneu boemi	NA	NA	underworld	dunia bawah	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_303	iadeu dentoˈ mangakoe	NA	NA	to deny	menolak	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_304	nadenada ioana	NA	NA	also	juga	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_305	ami	NA	NA	sweet	manis	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_306	mataon	NA	NA	to hold up	menahan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_307	matani	NA	NA	to take	mengambil	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_308	bengké	NA	NA	to take up	mengambil	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_309	faila	NA	NA	to pick up	mengambil	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_310	goeloeng	NA	NA	to add (numbers)	menambah (angka)	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_311	goeloeng	NA	NA	to roll up	menggulung	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_312	berganti	NA	NA	to succeed (in office)	berhasil (di kantor)	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_313	lipat	NA	NA	to fold	melipat	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
